Date,Price,Open,High,Low,Vol.,Change %
20/07/2021,13.205,12.68,14.0925,11.7875,,0.0414
19/07/2021,12.68,11.705,13.1975,11.705,,0.0833
16/07/2021,11.705,12.27,12.37,11.625,,-4.60%
15/07/2021,12.27,12.59,12.945,11.0825,,-2.54%
14/07/2021,12.59,12.6225,12.96,10.485,,-0.26%
13/07/2021,12.6225,12.9925,12.9925,10.6725,,-2.85%
12/07/2021,12.9925,12.9425,13.6075,11.81,,0.0039
09/07/2021,12.9425,13.56,14.0025,12.175,,-4.55%
08/07/2021,13.56,12.2125,14.0075,12.055,,0.1103
07/07/2021,12.2125,12.275,12.585,11.1475,,-0.51%
06/07/2021,12.275,12.0675,12.36,11.29,,0.0172
05/07/2021,12.0675,12.09,12.6225,11.9875,,-0.19%
02/07/2021,12.09,12.84,13.02,12.0225,,-5.84%
01/07/2021,12.84,13.045,13.2825,12.33,,-1.57%
30/06/2021,13.045,13.0025,13.14,12.6,,0.0033
29/06/2021,13.0025,13.4025,13.4025,12.9025,,-2.98%
28/06/2021,13.4025,13.3675,13.77,13.1175,,0.0026
25/06/2021,13.3675,15.0975,15.2675,13.275,,-11.46%
24/06/2021,15.0975,15.365,15.6375,14.925,,-1.74%
23/06/2021,15.365,14.7375,15.535,13.625,,0.0426
22/06/2021,14.7375,15.06,15.1125,14.425,,-2.14%
21/06/2021,15.06,14.7975,16.46,14.375,,0.0177
18/06/2021,14.7975,15.2875,16.62,10.6,,-3.21%
17/06/2021,15.2875,14.865,16.05,14.5275,,0.0284
16/06/2021,14.865,14.605,15.3225,13.6175,,0.0178
15/06/2021,14.605,14.715,15.1625,13.2775,,-0.75%
14/06/2021,14.715,14.1025,15.3075,13.74,,0.0434
11/06/2021,14.1025,15.0025,15.0025,13.9375,,-6.00%
10/06/2021,15.0025,14.7525,15.2,14.1775,,0.0169
09/06/2021,14.7525,15.225,15.7425,11.945,,-3.10%
08/06/2021,15.225,15.5675,15.6,13.5675,,-2.20%
07/06/2021,15.5675,15.94,15.94,14.7425,,-2.34%
04/06/2021,15.94,15.745,16.3825,14.9425,,0.0124
03/06/2021,15.745,17.21,17.21,14.1475,,-8.51%
02/06/2021,17.21,17.3875,17.6475,15.1675,,-1.02%
01/06/2021,17.3875,16.885,17.9625,15.31,,0.0298
31/05/2021,16.885,17.4025,17.99,16.4325,,-2.97%
28/05/2021,17.4025,19.91,19.91,17.355,,-12.59%
27/05/2021,19.91,20.8725,21.3225,18.3525,,-4.61%
26/05/2021,20.8725,18.8425,21.3025,17.23,,0.1077
25/05/2021,18.8425,19.13,21.05,17.6875,,-1.50%
24/05/2021,19.13,19.08,19.885,18.72,,0.0026
21/05/2021,19.08,19.6525,19.6525,17.13,,-2.91%
20/05/2021,19.6525,19.3175,19.8375,18.0925,,0.0173
19/05/2021,19.3175,19.24,19.5675,17.23,,0.004
18/05/2021,19.24,19.6075,19.6075,18.305,,-1.87%
17/05/2021,19.6075,20.2675,20.425,18.3625,,-3.26%
14/05/2021,20.2675,20.08,21.1525,18.2275,,0.0093
12/05/2021,20.08,19.83,20.905,18.36,,0.0126
11/05/2021,19.83,20.225,21.1175,19.7225,,-1.95%
10/05/2021,20.225,20.8225,21.1475,20.135,,-2.87%
07/05/2021,20.8225,22.035,22.035,20.31,,-5.50%
06/05/2021,22.035,21.9625,22.6125,20.1225,,0.0033
05/05/2021,21.9625,23.01,23.19,21.135,,-4.55%
04/05/2021,23.01,23.6925,23.6925,22.1775,,-2.88%
03/05/2021,23.6925,23.0275,24.54,21.84,,0.0289
30/04/2021,23.0275,23.305,23.765,22.5975,,-1.19%
29/04/2021,23.305,22.58,23.4225,22.1075,,0.0321
28/04/2021,22.58,23.0825,23.1125,20.9675,,-2.18%
27/04/2021,23.0825,23.495,23.625,22.32,,-1.76%
26/04/2021,23.495,22.69,23.555,22.6175,,0.0355
23/04/2021,22.69,23.025,23.0525,20.21,,-1.45%
22/04/2021,23.025,22.425,23.6075,22.425,,0.0268
20/04/2021,22.425,22.485,22.745,21.2375,,-0.27%
19/04/2021,22.485,20.4025,23.1075,19.8075,,0.1021
16/04/2021,20.4025,20.89,21.09,19.4825,,-2.33%
15/04/2021,20.89,20.46,21.545,18.245,,0.021
13/04/2021,20.46,22.995,22.995,20.2975,,-11.02%
12/04/2021,22.995,19.785,23.3025,19.785,,0.1622
09/04/2021,19.785,20.3125,20.9675,19.6825,,-2.60%
08/04/2021,20.3125,20.2475,20.585,19.17,,0.0032
07/04/2021,20.2475,20.84,21.2975,19.43,,-2.84%
06/04/2021,20.84,21.215,22.24,19.805,,-1.77%
05/04/2021,21.215,19.9875,23.305,19.9875,,0.0614
01/04/2021,19.9875,20.645,20.675,19.73,,-3.18%
31/03/2021,20.645,20.485,20.83,19.995,,0.0078
30/03/2021,20.485,20.65,20.65,19.5675,,-0.80%
26/03/2021,20.65,22.6975,22.9175,18.225,,-9.02%
25/03/2021,22.6975,22.455,23.3125,21.12,,0.0108
24/03/2021,22.455,20.665,22.6875,19.745,,0.0866
23/03/2021,20.665,20.4925,22.135,20.4925,,0.0084
22/03/2021,20.4925,19.9875,21.2325,18.97,,0.0253
19/03/2021,19.9875,20.08,21.865,18.725,,-0.46%
18/03/2021,20.08,20.1575,20.9475,16.6825,,-0.38%
17/03/2021,20.1575,20.19,20.42,18.62,,-0.16%
16/03/2021,20.19,21.2275,21.2275,18.0625,,-4.89%
15/03/2021,21.2275,21.7075,22.9325,20.995,,-2.21%
12/03/2021,21.7075,20.7475,22.67,18.5375,,0.0463
10/03/2021,20.7475,22.495,22.495,19.315,,-7.77%
09/03/2021,22.495,24.675,24.675,21.4375,,-8.83%
08/03/2021,24.675,25.56,25.6525,21.2025,,-3.46%
05/03/2021,25.56,24.15,26.4075,22.8625,,0.0584
04/03/2021,24.15,22.09,24.5775,22.09,,0.0933
03/03/2021,22.09,23.605,23.605,21.815,,-6.42%
02/03/2021,23.605,25.625,25.625,23.21,,-7.88%
01/03/2021,25.625,28.1425,28.1425,24.95,,-8.95%
26/02/2021,28.1425,22.8925,29.645,22.8925,,0.2293
25/02/2021,22.8925,24.1675,24.1675,22.6275,,-5.28%
24/02/2021,24.1675,25.2275,25.2275,23.4825,,-4.20%
23/02/2021,25.2275,25.47,25.6425,23.8575,,-0.95%
22/02/2021,25.47,22.25,25.82,20.0225,,0.1447
19/02/2021,22.25,21.5425,22.8675,19.345,,0.0328
18/02/2021,21.5425,21.505,22.085,19.9625,,0.0017
17/02/2021,21.505,21.78,21.88,21.0975,,-1.26%
16/02/2021,21.78,21.475,22.115,20.535,,0.0142
15/02/2021,21.475,22.0425,22.39,20.8225,,-2.57%
12/02/2021,22.0425,23.045,23.065,20.8925,,-4.35%
11/02/2021,23.045,23.9525,24.2225,21.0175,,-3.79%
10/02/2021,23.9525,24.27,24.955,20.9075,,-1.31%
09/02/2021,24.27,23.9575,24.4675,21.4325,,0.013
08/02/2021,23.9575,23.415,24.345,22.1775,,0.0232
05/02/2021,23.415,23.1225,23.935,20.08,,0.0127
04/02/2021,23.1225,23.745,23.9325,22.09,,-2.62%
03/02/2021,23.745,23.345,24.1975,20.9475,,0.0171
02/02/2021,23.345,23.3225,23.61,21.0025,,0.001
01/02/2021,23.3225,25.3425,25.925,22.6,,-7.97%
29/01/2021,25.3425,24.29,25.99,22.08,,0.0433
28/01/2021,24.29,24.3925,25.295,23.435,,-0.42%
27/01/2021,24.3925,23.245,24.7475,20.83,,0.0494
25/01/2021,23.245,22.4225,23.81,20.3375,,0.0367
22/01/2021,22.4225,22.18,23.04,18.73,,0.0109
21/01/2021,22.18,21.55,22.7775,18.6175,,0.0292
20/01/2021,21.55,22.8975,23.185,19.33,,-5.88%
19/01/2021,22.8975,24.395,24.395,20.36,,-6.14%
18/01/2021,24.395,24.01,25.4125,23.5675,,0.016
15/01/2021,24.01,23.0275,24.6775,23.0275,,0.0427
14/01/2021,23.0275,23.2925,23.7025,22.8075,,-1.14%
13/01/2021,23.2925,22.8475,24.0475,22.37,,0.0195
12/01/2021,22.8475,22.3825,23.26,22.2925,,0.0208
11/01/2021,22.3825,20.64,22.745,20.64,,0.0844
08/01/2021,20.64,20.615,20.85,17.38,,0.0012
07/01/2021,20.615,20.995,20.995,20.1375,,-1.81%
06/01/2021,20.995,20.46,21.63,20.425,,0.0261
05/01/2021,20.46,20.03,21.005,20.03,,0.0215
04/01/2021,20.03,19.56,21.0275,19.335,,0.024
01/01/2021,19.56,21.095,21.3325,19.2625,,-7.28%
31/12/2020,21.095,21.11,21.505,19.19,,-0.07%
30/12/2020,21.11,20.79,21.5875,20.79,,0.0154
29/12/2020,20.79,20.4275,21.2125,17.6275,,0.0177
28/12/2020,20.4275,19.9675,21.0225,18.5975,,0.023
24/12/2020,19.9675,20.495,20.9525,15.645,,-2.57%
23/12/2020,20.495,21.985,22.0825,19.395,,-6.78%
22/12/2020,21.985,23.19,24.48,16.5925,,-5.20%
21/12/2020,23.19,18.6225,23.68,18.6225,,0.2453
18/12/2020,18.6225,19.1575,19.4925,14.555,,-2.79%
17/12/2020,19.1575,19.2,21.6225,14.0525,,-0.22%
16/12/2020,19.2,19.345,19.3975,18.6075,,-0.75%
15/12/2020,19.345,19.4025,19.8275,15.6925,,-0.30%
14/12/2020,19.4025,18.79,19.6425,15.3275,,0.0326
11/12/2020,18.79,18.7125,19.285,17.3625,,0.0041
10/12/2020,18.7125,18.92,19.385,17.4225,,-1.10%
09/12/2020,18.92,18.6175,19.63,16.22,,0.0162
08/12/2020,18.6175,18.025,18.795,16.2675,,0.0329
07/12/2020,18.025,18.0275,18.315,16.95,,-0.01%
04/12/2020,18.0275,19,19.035,16.53,,-5.12%
03/12/2020,19,19.9075,19.9075,17.7225,,-4.56%
02/12/2020,19.9075,20.1825,20.5525,17.9625,,-1.36%
01/12/2020,20.1825,19.8175,21.235,19.245,,0.0184
27/11/2020,19.8175,20.0225,21.28,17.625,,-1.02%
26/11/2020,20.0225,23.1275,23.1275,19.4375,,-13.43%
25/11/2020,23.1275,21.0575,23.495,20.68,,0.0983
24/11/2020,21.0575,20.7975,22,20.025,,0.0125
23/11/2020,20.7975,19.6175,20.8625,16.91,,0.0602
20/11/2020,19.6175,19.57,19.8075,16.9975,,0.0024
19/11/2020,19.57,19.12,19.9825,16.325,,0.0235
18/11/2020,19.12,19.8025,19.8025,15.72,,-3.45%
17/11/2020,19.8025,19.13,20.405,18.4025,,0.0051
13/11/2020,19.7025,20.62,29.525,19.5575,,-4.45%
12/11/2020,20.62,22.0325,22.0325,19.7875,,-6.41%
11/11/2020,22.0325,21.5775,22.375,18.995,,0.0211
10/11/2020,21.5775,20.1125,21.845,19.895,,0.0728
09/11/2020,20.1125,20.4975,21.0475,17.58,,-1.88%
06/11/2020,20.4975,20.965,20.965,19.2825,,-2.23%
05/11/2020,20.965,23.2,23.2,19.99,,-9.63%
04/11/2020,23.2,24.24,24.24,20.6725,,-4.29%
03/11/2020,24.24,25.21,25.3325,22.9175,,-3.85%
02/11/2020,25.21,24.7525,25.9175,24.22,,0.0185
30/10/2020,24.7525,24.0225,26.3,21.725,,0.0304
29/10/2020,24.0225,23.28,24.36,22.2825,,0.0319
28/10/2020,23.28,22.195,23.465,20.08,,0.0489
27/10/2020,22.195,22.8325,23.1675,22.1225,,-2.79%
26/10/2020,22.8325,21.8275,23.405,21.32,,0.046
23/10/2020,21.8275,22.635,22.78,19.8325,,-3.57%
22/10/2020,22.635,22.915,23.515,17.44,,-1.22%
21/10/2020,22.915,22.69,23.545,18.3775,,0.0099
20/10/2020,22.69,21.8175,22.7925,18.79,,0.04
19/10/2020,21.8175,21.645,22.3175,15.465,,0.008
16/10/2020,21.645,22.0575,22.4175,20.485,,-1.87%
15/10/2020,22.0575,20.21,22.275,19.0375,,0.0914
14/10/2020,20.21,20.715,20.9625,18.425,,-2.44%
13/10/2020,20.715,21.1275,21.65,20.525,,-1.95%
12/10/2020,21.1275,20.38,22.1,19.39,,0.0367
09/10/2020,20.38,20.38,21.0075,17.51,,0.00%
08/10/2020,20.38,20.06,20.855,18.9775,,0.016
07/10/2020,20.06,19.635,20.3375,19.0675,,0.0216
06/10/2020,19.635,19.705,19.8925,18.36,,-0.36%
05/10/2020,19.705,18.35,20.025,18.35,,0.0738
01/10/2020,18.35,19.53,19.53,17.375,,-6.04%
30/09/2020,19.53,19.775,20.215,17.675,,-1.24%
29/09/2020,19.775,19.5725,20.1975,18.4275,,0.0103
28/09/2020,19.5725,20.675,21.0975,19.35,,-5.33%
25/09/2020,20.675,23.51,23.51,18.6675,,-12.06%
24/09/2020,23.51,20.99,23.8175,20.925,,0.1201
23/09/2020,20.99,21.41,22.4775,19.37,,-1.96%
22/09/2020,21.41,22.1875,23.275,15.755,,-3.50%
21/09/2020,22.1875,20.045,22.9925,18.2675,,0.1069
18/09/2020,20.045,20.1,20.77,17.5825,,-0.27%
17/09/2020,20.1,19.66,20.6825,17.5525,,0.0224
16/09/2020,19.66,20.5975,20.5975,16.325,,-4.55%
15/09/2020,20.5975,21.19,21.19,18.8975,,-2.80%
14/09/2020,21.19,20.7125,21.74,17.5325,,0.0231
11/09/2020,20.7125,21.2625,21.345,18.1725,,-2.59%
10/09/2020,21.2625,22.23,22.23,17.7,,-4.35%
09/09/2020,22.23,22.7225,23.27,20.1975,,-2.17%
08/09/2020,22.7225,22.0075,23.0725,17.57,,0.0325
07/09/2020,22.0075,22.1525,23.2475,17.245,,-0.65%
04/09/2020,22.1525,20.5025,22.6475,19.8575,,0.0805
03/09/2020,20.5025,21.105,21.105,18.16,,-2.85%
02/09/2020,21.105,21.8,22.495,19.8525,,-3.19%
01/09/2020,21.8,22.835,23.2425,21.11,,-4.53%
31/08/2020,22.835,18.3475,23.8725,16.4,,0.2446
28/08/2020,18.3475,18.895,18.895,16.655,,-2.90%
27/08/2020,18.895,19.3025,19.47,17.4525,,-2.11%
26/08/2020,19.3025,19.315,19.5925,17.2225,,-0.06%
25/08/2020,19.315,19.23,19.805,15.4225,,0.0044
24/08/2020,19.23,19.9375,20.0675,17.8875,,-3.55%
21/08/2020,19.9375,20.6175,20.6175,14.885,,-3.30%
20/08/2020,20.6175,19.9575,21.08,17.6625,,0.0331
19/08/2020,19.9575,20.43,20.43,17.835,,-2.31%
18/08/2020,20.43,21.3075,21.3075,18.2525,,-4.12%
17/08/2020,21.3075,21.6725,22.8775,19.5575,,-1.68%
14/08/2020,21.6725,20.5675,22.97,16.34,,0.0537
13/08/2020,20.5675,20.845,21.19,19.46,,-1.33%
12/08/2020,20.845,21.36,21.9225,16.85,,-2.41%
11/08/2020,21.36,22.51,22.51,20.215,,-5.11%
10/08/2020,22.51,22.5775,23.015,21.4525,,-0.30%
07/08/2020,22.5775,23.15,23.31,21.755,,-2.47%
06/08/2020,23.15,23.5675,23.705,22.525,,-1.77%
05/08/2020,23.5675,23.815,23.9325,21.825,,-1.04%
04/08/2020,23.815,25.185,25.185,23.555,,-5.44%
03/08/2020,25.185,24.1925,25.69,23.2625,,0.041
31/07/2020,24.1925,24.7275,25.3725,23.9675,,-2.16%
30/07/2020,24.7275,24.1125,25.1425,22.09,,0.0255
29/07/2020,24.1125,23.6425,24.4975,23.6425,,0.0199
28/07/2020,23.6425,25.0175,25.215,23.545,,-5.50%
27/07/2020,25.0175,24.535,25.7175,23.29,,0.0197
24/07/2020,24.535,24.64,25.295,22.7375,,-0.43%
23/07/2020,24.64,24.885,24.935,24.0075,,-0.98%
22/07/2020,24.885,24.4275,25.8025,23.73,,0.0187
21/07/2020,24.4275,24.7125,24.7125,23.725,,-1.15%
20/07/2020,24.7125,24.1575,25.12,24.1575,,0.023
17/07/2020,24.1575,25.3625,25.5025,23.77,,-4.75%
16/07/2020,25.3625,26.29,26.5975,25.245,,-3.53%
15/07/2020,26.29,26.6375,26.6375,23.74,,-1.30%
14/07/2020,26.6375,25.2525,27.265,25.2525,,0.0548
13/07/2020,25.2525,24.9425,25.9075,22.805,,0.0124
10/07/2020,24.9425,24.9125,25.4775,23.485,,0.0012
09/07/2020,24.9125,26.1,27.6575,24.735,,-4.55%
08/07/2020,26.1,25.1025,26.355,25.03,,0.0397
07/07/2020,25.1025,25.1975,25.645,24.24,,-0.38%
06/07/2020,25.1975,25.7675,26.175,24.5425,,-2.21%
03/07/2020,25.7675,26.5075,26.775,25.6275,,-2.79%
02/07/2020,26.5075,28.1175,28.1175,26.315,,-5.73%
01/07/2020,28.1175,29.1175,29.1625,27.9375,,-3.43%
30/06/2020,29.1175,28.91,29.6325,28.405,,0.0072
29/06/2020,28.91,28.735,30.45,27.98,,0.0061
26/06/2020,28.735,29.7275,30.065,28.315,,-3.34%
25/06/2020,29.7275,29.5775,31.285,29.0575,,0.0051
24/06/2020,29.5775,29.34,30.53,27.79,,0.0081
23/06/2020,29.34,30.46,31.1475,29.2425,,-3.68%
22/06/2020,30.46,29.965,30.9825,29.965,,0.0165
19/06/2020,29.965,31.455,31.9125,29.6775,,-4.74%
18/06/2020,31.455,33.355,33.4225,31.2175,,-5.70%
17/06/2020,33.355,32.965,34.0175,29.05,,0.0118
16/06/2020,32.965,32.5775,35.3125,30.4075,,0.0119
15/06/2020,32.5775,30.8225,33.7775,29.915,,0.0569
12/06/2020,30.8225,29.66,32.875,29.66,,0.0392
11/06/2020,29.66,29.4375,30.42,28.39,,0.0076
10/06/2020,29.4375,30.205,30.205,28.7275,,-2.54%
09/06/2020,30.205,29.6475,30.34,27.24,,0.0188
08/06/2020,29.6475,28.68,30.145,27.7975,,0.0337
05/06/2020,28.68,29.69,29.69,25.92,,-3.40%
04/06/2020,29.69,30.0425,30.265,28.45,,-1.17%
03/06/2020,30.0425,30.115,30.4025,29.335,,-0.24%
02/06/2020,30.115,30.7425,30.9175,27.9025,,-2.04%
01/06/2020,30.7425,30.22,32.1725,28.8325,,0.0173
29/05/2020,30.22,30.0175,30.5675,27.41,,0.0067
28/05/2020,30.0175,31.2725,31.2725,29.195,,-4.01%
27/05/2020,31.2725,31.47,32.015,28.855,,-0.63%
26/05/2020,31.47,32.3775,33.21,30.9725,,-2.80%
22/05/2020,32.3775,32.985,34.36,26.335,,-1.84%
21/05/2020,32.985,35.81,35.81,32.575,,-7.89%
20/05/2020,35.81,39.4525,39.4525,34.095,,-9.23%
19/05/2020,39.4525,40.915,40.915,37.9525,,-3.57%
18/05/2020,40.915,38.0175,41.245,27.935,,0.0762
15/05/2020,38.0175,38.1825,38.46,34.055,,-0.43%
14/05/2020,38.1825,38.835,38.835,35.795,,-1.68%
13/05/2020,38.835,38.205,39.0475,33.44,,0.0165
12/05/2020,38.205,38.0375,38.8125,35.245,,0.0044
11/05/2020,38.0375,38.4075,38.495,36.9475,,-0.96%
08/05/2020,38.4075,39.93,39.93,36.5475,,-3.81%
07/05/2020,39.93,41.2475,41.715,39.6575,,-3.19%
06/05/2020,41.2475,43.6075,43.63,40.1975,,-5.41%
05/05/2020,43.6075,43.67,43.865,38.1475,,-0.14%
04/05/2020,43.67,33.9875,43.92,33.9875,,0.2849
30/04/2020,33.9875,33.8375,34.2525,32.535,,0.0044
29/04/2020,33.8375,35.355,35.355,31.4825,,-4.29%
28/04/2020,35.355,38.0425,41.9125,35.0675,,-7.06%
27/04/2020,38.0425,39.1175,40.1675,35.2125,,-2.75%
24/04/2020,39.1175,39.23,39.9475,34.9825,,-0.29%
23/04/2020,39.23,42.8225,42.8225,36.9975,,-8.39%
22/04/2020,42.8225,45.1975,45.425,40.465,,-5.25%
21/04/2020,45.1975,43.455,45.9625,36.215,,0.0401
20/04/2020,43.455,42.5925,44.0375,40.295,,0.0203
17/04/2020,42.5925,46.095,46.095,40.305,,-7.60%
16/04/2020,46.095,49.735,49.735,42.255,,-7.32%
15/04/2020,49.735,51.4575,51.4575,44.6475,,-3.35%
13/04/2020,51.4575,49.745,52.4925,43.635,,0.0344
09/04/2020,49.745,52.2425,52.2425,46.9025,,-4.78%
08/04/2020,52.2425,51.8,53.7325,46.975,,0.0085
07/04/2020,51.8,55.3025,55.3025,49.9425,,-6.33%
03/04/2020,55.3025,60.0525,60.59,54.9,,-7.91%
01/04/2020,60.0525,64.4075,64.4075,59.78,,-6.76%
31/03/2020,64.4075,71.89,71.89,63.6075,,-10.41%
30/03/2020,71.89,70.385,73.365,70.28,,0.0214
27/03/2020,70.385,71.5325,73.03,65.6325,,-1.60%
26/03/2020,71.5325,77.625,79.405,70.675,,-7.85%
25/03/2020,77.625,83.6075,84.5975,75.9725,,-7.16%
24/03/2020,83.6075,71.985,86.635,71.985,,0.1615
23/03/2020,71.985,67.1,73.3675,66.3175,,0.0728
20/03/2020,67.1,72.1975,72.965,65.38,,-7.06%
19/03/2020,72.1975,63.955,73.3425,63.095,,0.1289
18/03/2020,63.955,62.925,64.5775,61.1525,,0.0164
17/03/2020,62.925,58.875,63.44,57.25,,0.0688
16/03/2020,58.875,51.4725,59.865,51.4725,,0.1438
13/03/2020,51.4725,41.1625,59.4825,41.1625,,0.2505
12/03/2020,41.1625,31.555,42.3275,29.81,,0.3045
11/03/2020,31.555,30.8,33.2375,29.65,,0.0245
09/03/2020,30.8,25.6425,34.355,21.425,,0.2011
06/03/2020,25.6425,23.2475,27.55,23.2475,,0.103
05/03/2020,23.2475,24.225,24.225,22.125,,-4.04%
04/03/2020,24.225,24.5425,26.2875,22.425,,-1.29%
03/03/2020,24.5425,25.2025,26.49,21.5425,,-2.62%
02/03/2020,25.2025,23.235,26.3425,19.92,,0.0847
28/02/2020,23.235,17.765,23.6975,17.4825,,0.3079
27/02/2020,17.765,18.26,19.155,16.8275,,-2.71%
26/02/2020,18.26,16.8975,18.865,16.5025,,0.0806
25/02/2020,16.8975,16.9975,17.3175,15.62,,-0.59%
24/02/2020,16.9975,13.7,17.375,12.295,,0.2407
20/02/2020,13.7,14.0225,14.0275,10.165,,-2.30%
19/02/2020,14.0225,14.51,14.51,13.4825,,-3.36%
18/02/2020,14.51,14.415,14.82,11.375,,0.0066
17/02/2020,14.415,13.615,14.6175,13.38,,0.0588
14/02/2020,13.615,13.37,13.9875,11.9025,,0.0183
13/02/2020,13.37,13.6225,13.6725,11.8,,-1.85%
12/02/2020,13.6225,13.88,13.88,13.1475,,-1.86%
11/02/2020,13.88,14.21,14.21,11.375,,-2.32%
10/02/2020,14.21,13.7475,14.6,12.965,,0.0336
07/02/2020,13.7475,13.78,13.9925,12.975,,-0.24%
06/02/2020,13.78,14.1725,14.2425,12.645,,-2.77%
05/02/2020,14.1725,14.38,14.525,13.8175,,-1.44%
04/02/2020,14.38,15.7825,15.7825,14.31,,-8.89%
03/02/2020,15.7825,16.835,17.03,15.4825,,-6.25%
01/02/2020,16.835,16.86,17.915,16.035,,-3.07%
31/01/2020,17.3675,16.7975,17.59,14.9025,,0.0339
30/01/2020,16.7975,16.4975,17.14,15.38,,0.0182
29/01/2020,16.4975,17.2975,17.2975,15.6525,,-4.62%
28/01/2020,17.2975,17.175,17.615,16.9575,,0.0071
27/01/2020,17.175,15.56,17.34,14.6825,,0.1038
24/01/2020,15.56,15.855,16.215,14.5925,,-1.86%
23/01/2020,15.855,16.36,16.7075,15.7775,,-3.09%
22/01/2020,16.36,15.8625,16.61,15.3575,,0.0314
21/01/2020,15.8625,15.41,16.04,15.0725,,0.0294
20/01/2020,15.41,14.1275,15.495,12.465,,0.0908
17/01/2020,14.1275,14.1825,14.53,12.5025,,-0.39%
16/01/2020,14.1825,14.12,14.365,12.5975,,0.0044
15/01/2020,14.12,13.9125,14.4575,13.585,,0.0149
14/01/2020,13.9125,14.275,14.275,13.0625,,-2.54%
13/01/2020,14.275,14.0775,14.495,13.5775,,0.014
10/01/2020,14.0775,13.9975,14.245,13.1775,,0.0057
09/01/2020,13.9975,15.64,15.64,12.995,,-10.50%
08/01/2020,15.64,14.61,16.3875,13.7925,,0.0705
07/01/2020,14.61,14.7775,14.9125,14.4625,,-1.13%
06/01/2020,14.7775,12.695,15.095,12.695,,0.164
03/01/2020,12.695,11.49,12.94,10.685,,0.1049
02/01/2020,11.49,11.5975,11.7,10.73,,-0.93%
01/01/2020,11.5975,11.6675,11.73,11.085,,-0.60%
31/12/2019,11.6675,11.0075,11.7925,10.44,,0.06
30/12/2019,11.0075,10.525,11.4525,9.6175,,0.0458
27/12/2019,10.525,11.1225,11.4675,10.425,,-5.37%
26/12/2019,11.1225,11.625,12.3475,10.8425,,-4.32%
24/12/2019,11.625,11.9575,13.31,10.8875,,-2.78%
23/12/2019,11.9575,12.325,14.505,10.695,,-2.98%
20/12/2019,12.325,12.1225,12.7325,11.9025,,0.0167
19/12/2019,12.1225,12.3375,12.415,11.325,,-1.74%
18/12/2019,12.3375,12.5175,12.715,11.39,,-1.44%
17/12/2019,12.5175,13.415,13.425,11.955,,-6.69%
16/12/2019,13.415,13.3,14.11,12.5,,0.0086
13/12/2019,13.3,13.3475,14.67,12.185,,-0.36%
12/12/2019,13.3475,13.3775,13.765,11.825,,-0.22%
11/12/2019,13.3775,14.29,14.4475,11.71,,-6.39%
10/12/2019,14.29,14.5975,15.6625,11.735,,-2.11%
09/12/2019,14.5975,13.64,15.3625,12.465,,0.0702
06/12/2019,13.64,14.305,14.7225,11.4075,,-4.65%
05/12/2019,14.305,13.3225,15.12,12.8275,,0.0737
04/12/2019,13.3225,14.5625,15.8725,12.2625,,-8.52%
03/12/2019,14.5625,14.2025,16.3425,12.07,,0.0253
02/12/2019,14.2025,13.8975,15.845,13.4975,,0.0219
29/11/2019,13.8975,13.9875,14.2925,13.14,,-0.64%
28/11/2019,13.9875,14.6175,14.6175,12.8875,,-4.31%
27/11/2019,14.6175,14.8375,14.8375,12.3575,,-1.48%
26/11/2019,14.8375,15.0025,15.1275,13.1075,,-1.10%
25/11/2019,15.0025,14.8725,15.2125,13,,0.0087
22/11/2019,14.8725,14.975,15.8775,12.2375,,-0.68%
21/11/2019,14.975,15.16,15.595,12.61,,-1.22%
20/11/2019,15.16,15.4125,15.4125,11.6075,,-1.64%
19/11/2019,15.4125,15.755,15.755,12.61,,-2.17%
18/11/2019,15.755,15.03,16.065,12.665,,0.0482
15/11/2019,15.03,15.65,15.65,12.5225,,-3.96%
14/11/2019,15.65,16.4625,16.4625,14.0925,,-4.94%
13/11/2019,16.4625,16.25,16.67,14.4725,,0.0131
11/11/2019,16.25,15.855,16.765,15.195,,0.0249
08/11/2019,15.855,15.2075,15.99,13.71,,0.0426
07/11/2019,15.2075,15.775,15.9225,13.525,,-3.60%
06/11/2019,15.775,15.9175,16.1525,13.3825,,-0.90%
05/11/2019,15.9175,15.925,16.34,13.5075,,-0.05%
04/11/2019,15.925,15.7325,16.365,13.495,,0.0122
01/11/2019,15.7325,16.28,16.4725,15.1675,,-3.36%
31/10/2019,16.28,16.6575,16.795,15.5025,,-2.27%
30/10/2019,16.6575,16.42,16.845,16.2525,,0.0145
29/10/2019,16.42,15.585,16.5475,15.4975,,0.0722
25/10/2019,15.315,16.24,16.24,15.195,,-5.70%
24/10/2019,16.24,16.535,16.78,14.7125,,-1.78%
23/10/2019,16.535,16.81,16.85,14.83,,-1.64%
22/10/2019,16.81,15.9275,17.1225,13.5725,,0.0554
18/10/2019,15.9275,15.8775,16.1525,14.99,,0.0031
17/10/2019,15.8775,16.36,16.36,15.5175,,-2.95%
16/10/2019,16.36,16.85,16.9525,15.495,,-2.91%
15/10/2019,16.85,17.43,17.43,16.6925,,-3.33%
14/10/2019,17.43,17.14,17.9625,17.0625,,0.0169
11/10/2019,17.14,17.2275,18.28,15.7775,,-0.51%
10/10/2019,17.2275,17.155,17.54,15.7275,,0.0042
09/10/2019,17.155,17.83,18.3275,16.335,,-3.79%
07/10/2019,17.83,17.58,18.4275,16.9925,,0.0142
04/10/2019,17.58,17.7025,17.945,16.3475,,-0.69%
